content,sentiment
老师的课程讲的特别的通俗易懂，而且形象，在pv那一章公交站的例子印像特别深，比自己看书理解的要深刻，PPT做的也很详细而不是笼统的大纲，点赞,1
姥姥讲得灰常好，，不知道慕课和浙大真实的数据结构课堂有什么区别？,1
非常实用，学到了许多东西！谢谢老师的细心讲解。,1
有的课结束了不能看,1
内容丰富，老师讲解清楚,1
这种课水平也太低了，电子科大的教学水平就这个样子吗？,0
浅显易懂，好课，开阔视野和思路！,1
感觉对学习的帮助十分大。,1
陈越。姥姥？是姥姥讲课？好开心有木有,1
扩展思维，提升高度。,1
很好的课程，要是老师能把课程的PPT补全，就更好了,0
学习中，谢谢提供这样优质的课程！,1
老师讲的非常棒，第一次就爱上了这个课,1
非常棒很喜欢,1
太难了，经常有听不懂的,0
老师讲的很好举例很恰当易懂,1
内容详细，讲解清晰。受益匪浅。,1
都能听懂，虽然还是不太会做,1
内容详实，老师讲解细致，善于比喻，容易听懂，是很好的慕课资源！,1
我很喜欢这门课,1
老师我错过了考试和测试怎么办，教学很好。,0
老师很棒！点赞！,1
老师讲的生动形象,1
浙大的老师太有水平了，把抽象难懂的知识讲成了傻瓜式教程。小白们的福音，高手们也可以加深理解。,1
授课老师非常负责，学到了很多,1
非常不错学校,1
从网上更便捷的学习到学校所教学的知识,1
讲课挺好的,1
讲述清楚，练习合理。,1
老师讲课深入浅出，问题解决方法一步步迭代升级，非常棒,1
感谢老师，帮助我更好的理解了数据结构,1
学到了不少东西,1
老师讲的很细致，内容简洁明了，课程轻松,1
挺不错的，课程的质量很高,1
挺好的，收获挺多,1
把晦涩难懂的知识讲的简单易懂，真的是好理解,1
讲的非常的好简单易懂,1
受益匪浅，内容精炼。,1
挺好的能自己在家学习,1
结构清晰，讲解详细,1
非常好！这样的方式让我获益匪浅。提一点要求，学校考核还是不要弄得如此麻烦吧。。,1
老师讲的很好，还有作业，适合基础入门。。,1
将的很透彻，适合系统的学习。,1
是因为自己上课的时候没听懂所以才过来听老师的网课的，很棒，非常棒！,1
我感觉老师讲解简单易懂，生动有趣,1
老师讲的很好，适合初学者。,1
非常好，讲得很清楚。,1
讲的认真明白,1
真的很有帮助,1
很好，老师讲的很好,1
讲的太好了，比光看书容易理解多了,1
很好，通俗易懂！,1
本课程通俗易懂，很实用,1
测验答案都不给影响我们学习效率太失望了,0
优质课程，你值得拥有,1
老师讲解清晰，知识点丰富，课件生动,1
老师的教学质量真的很高，还会在很大的程度上教导学生的学习成长路线。总之是一个很优秀的老师。,1
迄今为止上过最好的计算机专业课！老师辛苦了,1
非常棒思路清晰,1
真的很不错，通俗易懂,1
谢谢老师的课程培训，进步很大！,1
翟老师，很耐心。我们老师太难了，讲的听不懂，语速还怪怪的，带着官腔，听着很不舒服，吐字慢慢的。唉,1
非常有帮助,1
老师，讲的太赞了。,1
老师授课的方式非常适合我们，他根据本课程知识结构的特点，重点突出，层次分明。理论和实际相结合，通过例题使知识更条理化。但授课速度有点快，来不及记录。老师授课有条理，有重点，对同学既热情又严格，是各位老师学习的榜样。老师上课有时非常幽默，有时非常严格，不过还是非常有教授风度的，不妨自己来听听嘛!大家很崇拜他哦!老师治学严谨，要求严格，能深入了解学生的学习和生活状况，循循善诱，平易近人;注意启发和调动学生的积极性，课堂气氛较为活跃;上课例题丰富，不厌其烦，细心。,1
我从此课程中认识到数据结构的魅力,1
看完了这门课，明年蓝桥杯我有信心了,1
线上课程特别方便、特别好用。有些知识点上课的时候没听明白，可以刷网课，一下就明白了。视频中老师也讲的特别好，简洁易懂。,1
说话声音时大时小，这是我听过最难受的课了,0
帮助非常大,1
我是这位讲课老师——徐小龙老师的研究生，衷心希望徐老师的课越办越好。加油,1
例题太少了,0
老师讲的不错我很满意！,1
老师讲的特别好,1
老师讲的挺好的，很清晰,1
很有价值。,1
老师讲解详细举例演示非常易解课程丰富有趣,1
适合反复观看,1
好课推荐！,1
形象易懂。,1
希望像kmp，最小生成树，最短路径讲的生动点。,0
讲得通俗易懂。姥姥最棒！,1
很充实的课程,1
非常好，老师很细心,1
还不错吧！,1
很不错感觉收获良多,1
讲的很细致,1
讲课清晰，容易理解,1
对于初学者来说，真的很棒；内容虽然基础，但很实用。课程周期不算长，但全都是很关键的知识点；老师实在太棒了；期待后续课程的推出~~,1
很棒，讲的清楚明白,1
太喜欢这两位老师，讲得很有条理，很清晰,1
这门课程内容丰富多彩，很实用教的东西。可以很好地运用在生活当中，身边很多同学都在学!这门课程很有意思，非常实用!老师讲解也很细致，很全面!很负责!本在线课程出发点，就是希望通过零碎的知识点或技能点，能让大家掌握一点办公软件操作方法与技巧，为课堂团队的付出点赞！,1
非常好的课程！提一句课本是李治军老师自己写的操作系统原理实现与实践,1
老师授课有条理，有重点，对同学既热情又严格，是各位老师学习的榜样。,1
很棒的课相见恨晚,1
讲的不错，很棒,1
很好用，就是好,1
很好很好,1
"老师讲的很好,结构非常清晰",1
讲课细腻，生动,1
真的是太好了，建议加个字幕,0
真的很棒庄老师也很负责超爱这门课的,1
老师是一个非常的认真细致的人，讲解知识全面，普及知识面广，非常感谢老师的教诲。,1
讲得非常好，重要的知识点都讲到了！学到了很多东西！,1
看完觉得挺好的,1
题目多视频好,1
易懂，逻辑清晰,1
讲的不错，就是有点高深,1
也就是念念ppt,0
网站排版垃圾,0
内容丰富多彩，很实用,1
视频的结构挺好，但文档页面不舒服,0
要是多一些操作系统基本的操作使用技巧和手机端操作系统的讲解就更完美了。,1
老师串的内容可以请您教授一下吗,0
讲课非常具体，和实际硬件能紧密联系起来,1
本课程让我学到了很多东西，老师讲的很详细，很全面,1
很好，关键点再讲透就好了，时间不要太长,1
对于操作系统进行了很详细、很完整的讲述,1
反正我是不太喜欢这种讲课风格,0
挺好哒挺好哒,1
"赞!讲课内容浅显易懂,内容把握的很到位,PPT也非常好,很丰富!和课程搭配的很好!方便理解.发音准确流利,上乘课程.",1
老师很有魅力，课讲得很好,1
老师讲的知识点特别详细，更能让我们很快的理解好评,1
讲的非常详细讲解非常流利让人看到会吸引注意力讲的真好,1
超级棒！期末全靠看这个了！,1
学习快速高效,1
好，老师讲的还不错,1
很好老师讲的，我学起来很舒服,1
讲的非常好，生动有趣！！棒棒哒,1
很好，通过这个学习到了很多！,1
内容丰富易懂,1
希望有更多优质的课程,1
哇，读课件还能读的这么有趣，这么吸引人的老师，这是我见到的第一个,1
老师讲的十分细致，学到了很多东西。,1
课太多了，内容好多感觉忙不过来,0
言简意赅，没有废话，不像某些所谓985院校老师照念ppt。好评！唯一可惜的是浙大用的教材跟我们不太一样，无妨无妨，取其精华！,1
老师们教的都很清晰，给力！希望老师们和课程越来越好！,1
课程重点突出，视频、PPT精简，马老师讲得很好,1
获益匪浅，老师讲的很生动形象，题目都富有挑战性，可以实践上课的内容,1
超级棒的数据结构，配套的pta习题难度大，学到了很多东西，今年考研希望能成功,1
课堂举例生动、贴合实际，知识点讲解透彻,1
授课很用心,1
老师很耐心，课堂讲解生动形象，强烈推荐,1
可能是因为没有linux这方面的知识，听起来有点吃力。,0
自学很好，学到了很多基础,1
觉得很好，可以的,1
通俗易懂，把很难的数据结构解释得很容易让人理解,1
很棒的课程，老师讲的很细致，课后的幻灯片和代码以及其他的辅助材料都很不错,1
很喜欢这个老师，就是课程更新度略低，要是一周能多更新点课时就好了。,1
老师非常棒，照顾同学,1
还行吧。。。,0
确实讲的很好，深入浅出,1
老师讲的很详细，我听懂了,1
老师讲的太好了，很明了,1
知识全面不留死角,1
很好，非常棒，我喜欢,1
很认同,1
在酱的一个数据类型里，就像酱紫。,1
课程很好，感觉收获多多,1
多长时间更新一次啊,1
我觉得不错,1
好东西！就是希望pta的系统能够多开一段时间，方便后续将选课的同学练习一下题目！谢谢老师们,1
本来是自己找了本书学，但有点学不明白，无意中找个这个课程，发现是非常好的课程，老师讲到非常细,1
教学非常好！,1
课程讲解很不错也有PPT作为辅助课堂中间有习题每章结束也有习题挺锻炼人,1
非常细致思路清晰比看书肯定是容易一些,1
真的特别棒,1
讲的很棒思路清晰，老师认真负责,1
看视频、查阅资料与课后练习结合，学到很多,1
系统学习一下,1
非常不错，内容丰富,1
学习内容很全面，方式合理,1
字幕能跟上吗,0
作为翻转课堂，老师的录制非常用心,1
老师讲的生动形象，简单易懂，但是感觉还没有太深入,1
挺好的，安排合理，理论加实践,1
垃圾,0
学到很多，共勉,1
老师讲的很仔细，十分实用,1
很好。,1
老师，希望可不可以用java代码来实现呢？,0
老师讲的很细，很认真，受益匪浅收获很大,1
挺喜欢这两个老师的讲课模式！！,1
一会有声音一会没声音,0
不错深入浅出,1
老师讲课语气词太多感觉重点不突出PPTreader,0
挺好的，学到不少。,1
内容讲解非常清楚，简单易懂，是个值得学习的课程。,1
很棒，很好，很优秀,1
老师讲的非常好，课堂上不懂的地方在课后看视频以后就懂了！而且逻辑特别清晰，理解很透彻。,1
讲的很棒！,1
老师讲得太好了，浅显易懂，跟我们学校的老师完全不是一个档次的。我们学校也教数据结构，讲得没有何钦铭老师，陈越老师一半好。不愧是浙江大学的老师，不是一般的好。强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐强烈推荐...更多,1
老师讲的很好，很详细，给老师点赞,1
老师讲的很棒！,1
老师讲的很棒，简单易懂。,1
老师讲的很好，希望下次还有机会学习,1
特别有用处的课程，老师的讲解也很清晰,1
课程很棒，老师讲得不错,1
数据结构：算法，逻辑，存储。结构：是表示实体与关系的。存储结构：线性，连接，索引，哈希,1
老师讲的很到位，辛苦老师啦,1
讲课特别生动,1
老师讲的真的非常仔细很少有不懂的点很棒给赞辛苦老师了,1
学的很好,1
课程很好，很容易理解,1
期待了很久的慕课课程,1
课讲的很好,1
太喜欢陈教授上的课了，深入浅出，非常详细。,1
感谢老师高屋建瓴的讲解,1
很棒，老师说的很具体。,1
循循善诱，清风徐来。跟着老师在知识的海洋里畅游。真好。,1
可以很优秀,1
老师真的很好！谢谢~,1
老师讲的真棒！,1
哇！超出预期,1
考研成功姥姥真棒,1
无语死了都,0
用不一样的思维方式去处理事物，给生活中也带来了一些帮助,1
老师讲课很好很细很认真,1
老师讲得不错,1
老师讲得挺详细学到了很多,1
良心课程，好评哦,1
讲课很清晰，但是希望能有更多有层次的课后习题,0
课程让我初步了解Linux相关知识,1
讲的通俗易懂，会拿典型例题讲解，容易吸收,1
非常好，支持,1
我也是华科毕业的，转行做了编程，现在来补一下基础，看到华科的课程还是很亲切的。课程安排很合理，PPT以及老师的讲解都很不错，通俗易懂，可以让人快速掌握操作系统的很多概念。本来想找一本教材直接看，但是教材太厚，很难坚持看下去，但是看了这个视频之后再去看书就没有那么费劲了。虽然视频中很多地方没有深入讲解，但是对于没有学过这门课的我来说，这种课程非常合适我，因为可以让我快速了解操作系统要学什么，有哪些概念。感谢华科，感谢苏老师精心制作的这门课程。,1
从这里学到了很多知识，讲解的非常详细。,1
老师讲解的很细致,1
救救孩子吧快开课,0
通过这门课程的学习，让我进一步的学到了知识，学完了这个，解惑了我以前许多的疑惑，这门课程真的非常棒。,1
非常好老师讲的好，ppt也很好，要是期末考试再简单一点就好了,1
这个课程讲的很好,1
学到了很多计算机底层的东西,1
真不错，受益匪浅,1
真的很容易懂,1
感觉还不错,1
很具有参考价值！,1
感谢两位老师,1
老师讲的通俗易懂，简洁明了！,1
感觉老师讲的还是很不错的啊，希望可以赶紧更新,1
老师讲解很详细收获非常大,1
学习感受很好,1
学会了很多知识,1
绝世好课，就是不知道给分怎么样,1
跟课本的差不多，有些讲得比较形象，易学,1
耿老师讲的非常好,1
课程内容非常全面，系统地介绍了计算机操作系统，对原理讲解得十分透彻，很值得学习！老师们的讲解非常容易理解，善于启发学生思考问题，推荐大家参加这门课程，为老师点赞！！！,1
老师讲课内容细致，详细,1
课程挺好的,1
效果超出预期,1
很棒很好！！,1
很不错的一门课，言简意赅,1
我能听懂。要是有操作部分就好了，不止讲PPT就更完美了,0
学到不少知识,1
非常好非常好,1
课程质量很好，讲解的很清楚，对于据数结构这种比较难而且很重要的课程，最好利用这些课程对学过的知识加以巩固。,1
慕课上所有操作系统相关课程中上的最好的老师，没有照读ppt，ppt上也没有成段成段的书本原话，十分精简，能感受到老师的精心准备；操作系统拓展知识贴合实际，有图有真相，免去了学生跟听天书似的冥想，节奏感带入很强。真心为学生考虑的老师，强烈推荐。,1
教材中可能有些许问题,0
老师讲的很好，重难点知识点都能够举例引导帮助理解。,1
我真的很感谢这个平台,1
学习的方式很新颖,1
十分有用真的抓住重点,1
本课程通过对知识的独到深入的讲解，达到了很好的教学效果，能结合多种教学手段，使学生对知识的掌握更深刻。教学内容重点突出，教学目的十分明确。非常推荐,1
课程内容全面，教授讲解简洁易懂。,1
苏老师讲的很详细,1
我可以说这个老师讲课，基本照着课件念，以至于我看了几节课选择直接下载课件，自己看他们的课件学习，还没有那么烦人的BGM，而且讲课真的超级死板，建议听几节课，然后根据需要自己快进课程，因为废话太多，我自己读了一遍，写了一遍，还得听你在念一遍，之后像是实践课，可以认真琢磨一下，我还没有学习完，大家加油,0
老师很认真,1
课程内容简单精炼，是对课堂知识很好的补充，既可以巩固课堂上学过的有时也会了解到一些其他方面的知识,1
很好，老师讲的很详细，内容清晰，刚入门linux很多不懂的，这次总算是知道了，非常感谢老师的奉献。,1
超喜欢姥姥，表白！！,1
感觉听的不是特别明白，对于没有计算机基础的初学者不是很友好！缺少举例说明。,0
表白陈老师何老师翁老师。浙江大学yyds!这些编程基础入门课程真的把我这个小白领进门了。让我在转码这条路上更加坚定走下去。感恩老师的无私奉献。,1
所有方面都不错,1
不错，很好的课程,1
本校清水河研二，真没想到学校王牌专业专业课讲的这么烂。跟王道比差远了。,0
教课内容丰富多彩，比较全面细致，容易听懂,1
这门课程很好,1
感谢两位老师，学到了很多,1
非常非常棒,1
很有启发性，提升学习力，加油。,1
老师讲课很细致，讲解与案列一起，能够让我学习更加深入,1
老师太棒了！！感觉到老师的超级用心逻辑思维超级清楚，谢谢老师！,1
老师上的很好基本都学会了,1
老师讲的好，只是有点快，谢谢老师和平台。,1
这门课很有用,1
非常好好好好我爱这个老师,1
"老师讲的很详细,讲课非常的认真仔细且全面到位,讲的十分深入浅出,感觉收获颇多",1
课程挺不错的，与课本挺配套的，有不明白的地方可以反复看，逐渐理解掌握。,1
老师都讲得非常好，懂了很多,1
很不错的一门课，我会多多学习的,1
涨知识了。,1
谢谢老师给我这么好的教学,1
超级好！,1
为啥不发成绩也不发证书,0
哪都挺好，就是有些小测验里，选择题里有图片的时候，显示不出来。,1
牛逼啊！四种编程语言！！,1
看完觉得好用,1
老师很优秀,1
很好，很清晰,1
内容挺不错的，主讲老师们都认真负责,1
老师上课深入浅出，通俗易懂。,1
大学慕课很棒,1
可以，考试前听的,1
这门课对我至关重要,1
学到了很多，老师讲课能串链式链接知识，增强知识间的衔接,1
讲课通俗易懂就是例题有点少，没有计算题目分析题目，题目要是有解析就更好了。,1
一个五分顶我上去吧，总算看完了，传说中的PPT老师，没有很深入操作系统这个知识，无法从专业角度评价，从用心程度评价吧。0、视频制作简单，不用洗，去看看隔壁浙大的数据结构，你就知道差距了。没有用心制作，甚至连个字幕都不配，估计是完成任务的形式。2、照着书上核心内容讲PPT，老师知识水平可能很高，但是讲课方式说实话，就是睡觉的催眠曲，讲课就是照本宣科，没有自己的思维体系。当然这和用心程度挂钩，否则操作系统就是这么枯燥吧，没啥说的。,0
挺好的，比较有用,1
老师讲课有条理，是一门很好的课程。,1
内容不通俗易懂,1
本人FDU化学系的渣，希望能有助于我从化学转方向去大数据。,1
可以从实际用例去学习，去思考，给我的学习带来了很大的帮助,1
启发了我的学习,1
在堆的删除函数中，如果堆只有一个根节点，程序结果不对,0
讲的好，不像书中知识点过于繁杂，而且从不同的角度来分析问题，能够加深印象。收益匪浅,1
很棒继续加油,1
思路清晰，内容完整,1
课程内容很好，老师讲的很好，对于非CS专业的人学着都毫不费力,1
非常非常棒,1
太喜欢这门课了,1
挺好的呀，嘻嘻嘻,1
老师非常负责，有耐心，课程有趣生动。,1
很好，不错，值得推荐,1
老师真心讲的非常好，生动形象，不过比较基础,1
我觉得真的做的很好小白用这套视频太可了这学期忙得晕头转向打算下学期再接着听往PTA甲级冲就vans了,1
老师讲的很棒，不管是在任何方面上，老师都很负责，这门课带我们进入了OS的世界，很好，学到了很多知识，也学到了基础虚拟机的知识，很全面，值得学习！,1
内容丰富收获很多,1
老是讲得不错，深入简出！,1
课程很不错，但是实践部分讲解太少，内容趣味性低，对非计算机专业人员，听起来理解困难。,0
老师讲得很好，生动形象，学到了很多知识，章节测试不太让人满意,1
非常棒，谢谢老师！,1
讲得很细很透彻,1
讲的太好了，满分推荐。,1
操作系统好难啊,0
老师讲课不敢恭维就没有一个讲的好的老师吗。对着ppt已经成为常态了吗。还是感觉不是本学校的学生，不需要讲些很重要的知识点,0
老师的讲解视频非常清楚，配套练习题也非常好，我学习的时候又不会的地方都能及时得到解决，老师把操作系统这门课讲的很精，感谢老师的讲解！！！,1
老师将得很好,1
感觉学到很多知识,1
不错，不错,1
追评：恕我直言7月以后给人的印象有些下滑，换了薛瑞尼老师答疑明显感觉没有刘杰彦老师细致，没想到讨论是按赞数计分而评分标准里没讲就很不地道（戴波老师的数据结构也是按赞数但是有说明啊），不过有没有讨论这十分都是合格不想计较了||课件是双语的不错，但是感觉有些地方讲的不够细，相比第八版明显能看到有些缩水，或不太适合初学；第二次测验开始亡羊补牢取消文字填空题值得肯定，以后开课宜彻底砍掉答案不唯一的文字填空题；,0
一开始我还以为自己跟不上，认为救我一个人跟不上节奏，后来才发现不只是我一个，我想对第一次学这门课的同学说啊，跟不上，听不懂，太难别放弃，过两天继续听，我个人参加了第八次的数据结构课程，一路糊糊涂涂听过来，拿了个合格的证书，不过我想说姥姥这也太勤了吧，第八次刚结束，第九次课就来了，没办法，这个暑假接着把第九次课再学一遍，希望能把布置的编程题全部做完，也希望能拿个优秀，同时希望大二能拿个全国计算机程序大赛奖哈哈,1
太官方正式，晦涩深奥，希望能够简单通俗一点，多增加一点例子,0
很不错的网站,1
很感谢老师让我弄懂了困惑已久的题。,1
思维方式很活,1
苏老师讲课通俗易懂，将操作系统原理讲解得很透彻，感觉很有逻辑性，整个PPT阅读起来，架构也比较清晰,1
讲的很好，学到了很多东西,1
很喜欢老师的授课方式呢。,1
超赞的课程！非常佩服老师，讲解的思路超级清晰，举例丰富精彩。作为男老师，有这么清晰的口齿，超级难得，没有一点拖泥带水或其他老师那种“嗯-嗯-呀-呀”，“这个，那个”的口语。比我上过课的老师都强！,1
"我是非计算机毕业的码农,现在在恶补计算机课程.浙大的翁恺和陈越老师的课程是我听过最好的课程了",1
老师很亲切,1
老师讲课逻辑性很强，深入浅出，为老师打call！,1
十分喜欢李老师的讲课方式，真的很感激老师，谢谢老师的用心教导,1
这么好的课程居然没打国家精品的标签。,1
完全念PPT还是严蔚敏的书，不适合没有基础的学，填空题巨坑，传说中连C语言OJ都巨坑爹的团队我佛了,0
非常喜欢的课程,1
一直在跟，就是有点慢，希望快更由,1
老师很好哦,1
讲的很棒爱了爱了,1
讲的知识非常全面,1
感觉自己在课程中受益良多,1
内容精彩容易让人理解,1
条理清晰，易懂,1
内容很丰富,1
非常棒，对自己提升很大，谢谢老师,1
感觉比较好用,1
没有比这个更好的操作系统课了！,1
课程真的很棒，就是每一章的单元测试时间设定的太严格了，刚开始没注意，一半以上的章节都没有参加单元测试,1
很好的功能,1
很系统很完整,1
老师讲的好,1
感觉不适合小白,1
上课时太卡了app经常闪退,0
内容详实，讲课气氛活跃，学到很多知识。感谢老师。,1
JFH牛掰，老师讲的很好,1
很喜欢老师的讲课风格！！,1
五星好评。,1
可能是我理解的较慢吧，感觉十几分钟的一段视频，需要想很久才能明白,1
一级棒,1
不错，真不错！,1
操作系统应用(Windows)这门课程非常好，课程重点突出，授课条理清晰，认真负责，严谨，资料丰富，涉及资料十分广泛。授课资料通俗易懂。,1
老师讲的很细致，很认真，也很幽默，对于我这种小白来说真的是太友好了！我找了很多平台的很多数据结构课程，只有这一个是完全符合并且超出我的预期的！疯狂推荐！,1
很有意义，真不错,1
听过最好的数据结构课程,1
非常棒讲的非常细致,1
字幕还挺萌的。“函数是酱子的”“就找到啦”关键配合老师严肃的语气就很反差萌。,1
这样的课为什么不是国家精品，这不仅是理论，还从主流windows和linux的角度思考，并不是单纯的概念，我学习到了很多，补基础。就是好！！！,1
我觉得一般啊,0
对于linux初学者很友好。在老师的引导下可以快速入门。另外，课程中的实操环节很好。,1
对我一个电脑小白来说，颜老师教会了我如何运用掌握中小型企业网络操作系统的配置和管理技能。,1
知识讲解全面,1
牛啊，牛啊，牛啊,1
对于学好办公软件很有帮助，收获满满。,1
真真的真的赞，谢谢老师！,1
苏大的这个操作系统是真正的拿出诚意来了！第一次看到，还要上课实录的时候，非常惊喜，感觉就像在教室里一样，李培峰教授也讲的非常清楚，跟着课程走就不会有什么问题，推荐！,1
内容非常好,1
非常实用，非常全面,1
很好、,1
老师讲解非常清晰比单纯自己看书效果好很多,1
老师很细心，讲解的知识点细节清晰到位，很适合初学者,1
很不错啊这门课,1
好得很哟，课余时间很丰满哟,1
老师真讲的好啊，课程结构有体系,1
老师人超好,1
何老师的逻辑很清晰，陈老师讲的也很不错，拯救了我看书遇到的种种疑惑,1
课程内容全面，认真学习必有所收获,1
课堂理论和课后习题搭配，确实一定程度上调动了网络学习的积极性,1
写到很多东西,1
基本上就是念PPT念课本.没有讲解,0
老师讲的还是蛮细致的啦！,1
"实话,逃课听苏老师的课。",1
老师们都很好，教学方式很先进,1
讲的很不错,1
课程和测验的设计对学习和复习的帮助都很大,1
课余时间学点东西值得推荐,1
老师的课讲得非常好，条理清晰，举例得当，理论与实际结合紧密。,1
李治军老师的操作系统讲得太好了，结合具体的情景讲明操作系统中的理论，受益匪浅！,1
讲述内容有逻辑，条理很清晰。,1
老师讲的很细致，方法很到位,1
很喜欢这里,1
比较不错，很好,1
操作性强，便于理解，更加深入理解操作系统的原理。,1
老师讲的很详细，而且还有小白专场，没有很好的理解可以在这里强化基础！！,1
很棒，很有用,1
各方面都比较不错,1
课程讲清晰，通俗易通,1
"很棒,很有收获",1
很有启发获益颇多,1
期待已久的逻辑课。java程序员还没入门，听这个课，感觉收获还是颇丰。得多听几遍才行。,1
独到精辟，循循善诱,1
真的超级的好！讲的非常长非常的基础，如果是期末考试的话就完全够用，如果是还想提高拔尖，又或是本来就是来提高的，那么就直接去看“浙江大学”的吧。这个版本的数据结构会更加注重于理论知识，就是很基础基础的知识，但是编程和实操来说就会相对少很多。如果想要做编程题的话，随便买一本数据结构的书做就是了。因为这个课程说的基础然后觉得不好的那些人，不知道你们是恶意抹黑还是怎么想的。一个科目，我说的是学科建设，就是像建树一样，要有根.,1
非常棒，收货很多，感想两位老师的精彩讲解,1
算法让我在编写程序时更有逻辑性,1
内容分配很合理，很喜欢！,1
讲课详细认真，不可多得的良心课程。,1
逻辑清晰，内容丰富，最好的数据结构课程，感谢两位老师在数据结构上的全力相助,1
课程设计清晰合理，涉及到的知识点很全面，并且操作系统中的重点老师也会仔细介绍。通过这门课的学习，初学者可以对操作系统原理有一个全面的了解，学习过的同学也会对操作系统原理产生更深刻的理解和认识。苏老师不仅讲课细致，对同学们也会认真负责，在课程中如果遇到问题可以积极向苏老师请教，苏老师都会耐心解答。,1
建议每个小视频后面都附上几道相关习题,1
好很好，非常好,1
知识理论性方面的太多，缺少生动的例子，不好理解,0
条理清楚，老师讲得很好，易于理解,1
老师们教的很好！,1
虽然学起来有点难度，但还是挺有趣的,1
老师讲得很好，条理清晰，例子也让人印象深刻。课后题也有一定难度，利于提升。,1
讲解生动有趣，含金量又足，好课,1
老师讲课内容通俗易懂，教学视频讲解的知识也很全面。对于学生的提问，老师也能够耐心的讲解。,1
老师讲的很好，强烈推荐,1
背景音乐声音严重干扰听课。,0
非常好且实用,1
老师教的很好，学到了很多有用的知识！,1
内容有些难，很难理解,1
宋丽丽老师讲的太好了,1
非常感谢李老师的讲课！我是一名大四学生，这学期选修了数据结构的选修课，但是没有听几次，考前这几天找到武大的数据结构网课，把我想听的知识点都讲到了，配合习题例题，举一反三，很好。,1
老师内容丰富，通俗易懂，对于一些难点提问也能够在讨论区认真及时的回复，课程的思路也清晰,1
对我很有帮助,1
老师讲解详细，更注重我们的问题所在，共同交流探讨。,1
很棒从中学习,1
课程由浅入深，讲的很生动形象。老师解答也非常详尽,1
学到了很多知识.会继续巩固，加强记忆。,1
很棒，就很nice,1
来MOOC之后看的第一个课程，然后就喜欢上了MOOC这个平台。,1
非常好的呢,1
讲得太好了，老师很热情，关心每一位同学的学习状况；吐词清晰，很和蔼，老师是一位无可挑剔的老师。课程是很有意义的课程！,1
深入浅出，让人学的很轻松,1
记得太棒了,1
真的很棒，不虚所听,1
网课的形式很考验学生的自觉性还可以，满意,1
挺好的。。。。,1
很好很棒很适合,1
厉害，学到了有用的东西,1
看了很多老师的课，很多是照着念，还是喜欢老师的课程，就像真的在上课一样,1
上机编程练习量大，老师讲得很详细和全面。注重编程实践，理论讲得不多。,1
老师讲的很细致！真的很好！！浙大的有点简略了很多都只给了结论没有详细推导，对我很不友好。建议高清观看。,1
很好，时间不长但内容丰富，大赞。,1
老师讲的真好，比贾晓琳讲的好太多了。老师若能给我们计算机专业的指点一番，那必是极好的，只可惜，今晚就要考操作系统了，555。,1
很喜欢该门课授课方式,1
老师讲得很仔细，知识全面，很好,1
真好真好真好,1
老师讲的很棒！很清晰！,1
讲的真好，谢谢老师们,1
适合入门人员,1
很不错，值得学习,1
老师讲的知识点很清晰，多听几遍就可以熟练掌握,1
老师讲的很清楚，内容简洁易懂,1
进程管理最后的时候不跳到PPT，却一直跳到老师的画面，PPT根本就看不到。,1
好，就是很难，不好理解，得多敲代码多想多背,1
老师的讲解非常到位，语言生动有趣，思路清晰举例十分恰当，通过这门课的学习，使我受益匪浅，赞赞赞赞赞赞，棒棒哒,1
很好啊，通俗易懂,1
很好很好好,1
去你的，呵呵,0
受益匪浅啊,1
非常棒，体验很好,1
讲得不是很详细,1
老师讲的还不错，挺好的！,1
很不错，老师讲的很细心。,1
非常好，我特别喜欢庄老师的课,1
非常棒太棒了,1
课程通俗易懂，可以了解很多操作系统的知识,1
期待效果啊,1
很好谢谢老师,1
讲的很好，一些动态图特别有助于我的理解，谢谢老师和团队,1
内容挺好的，就是课程发出来的太慢了,1
"很喜欢,教会了我很多",1
老师真的很好,1
老师讲课很有水平，视频内容都是干货，最好有点基础,1
此类课程的开设非常有利于大学生对于操作系统的学习。,1
老师讲课讲得太好了,1
课程稍微有点紧凑，但总体良好,1
课程很详细，老师讲解很仔细，一下子就听懂了，很棒喔,1
还好吧，大概是可以更好,1
深入浅出，涵盖全面，直击要点，少走弯路，口齿清晰，结构清晰，逻辑清晰，引人入胜，非常感谢！,1
掌握的知识也不少,1
高寿老师yyds！,1
课程讲得非常详细，学习氛围较好，是新手学习Linux课程的不二首选,1
老师讲的内容很细致，引用的例子也很好，很容易懂，喜欢这门课！,1
老师讲课很详细，并且通过举例使我思路更加清晰。,1
内容非常的充实，重点在数据结构知识点的讲解，作业难度可以提高一点点,1
